date,base_return,btc_return,btc_close,base_selected_symbol,base_strength_lb,base_is_weak,signal_regime,signal_position,executed_regime,executed_position,strategy_return,equity,btc_fast_ma,btc_slow_ma,btc_risk_ma,btc_ret_lb,btc_vol,btc_trend_ok,risk_off,btc_preference
2018-06-30,0.0,0.03100233626765103,6390.07,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6390.885,,,-0.14628437370157166,0.03618473561335359,False,False,False
2018-07-01,0.0,-0.005204950806485531,6356.81,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6365.1255,,,-0.154793039764606,0.036142699489344204,False,False,False
2018-07-02,0.0,0.040661904319933884,6615.29,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6369.39,,,-0.1341277455716796,0.03688520907983455,False,False,False
2018-07-03,0.0,-0.015332661153176996,6513.86,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6380.444,,,-0.15560792610049445,0.036846713499708826,False,False,False
2018-07-04,0.0,0.011225294986382917,6586.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6377.994000000001,,,-0.12021103245625753,0.03666704109948941,False,False,False
2018-07-05,0.0,-0.008771849922119102,6529.2,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6385.009,,,-0.1437114754098361,0.036447448904917086,False,False,False
2018-07-06,0.0,0.012341481345340855,6609.78,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6391.299,,,-0.13697374537136175,0.03653937797320816,False,False,False
2018-07-07,0.0,0.022270030167418575,6756.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6406.6675,,,-0.12145238380045464,0.0368208789660855,False,False,False
2018-07-08,0.0,-0.006642020547640959,6712.1,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6406.6495,,,-0.11722851761834108,0.03679726175923535,False,False,False
2018-07-09,0.0,-0.007446253780486023,6662.12,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6402.695,,,-0.11073677241438218,0.0367464392190459,False,False,False
2018-07-10,0.0,-0.054818886480579754,6296.91,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6379.465,,,-0.06919152873840162,0.03382091062239823,False,False,False
2018-07-11,0.0,0.012888861362160053,6378.07,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6362.4265,,,-0.0718757275902212,0.03377408710813328,False,False,False
2018-07-12,0.0,-0.019990373263385375,6250.57,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6372.705,,,-0.04279173047473206,0.03277562019630764,False,False,False
2018-07-13,0.0,-0.005759474735904102,6214.57,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6375.934499999999,,,-0.012428529203309169,0.03212743894834998,False,False,False
2018-07-14,0.0,0.006021333736686563,6251.99,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6381.6855,,,-0.05786485191335711,0.03052818463821357,False,False,False
2018-07-15,0.0,0.016158055275200534,6353.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6386.735999999999,,,-0.005617555447729572,0.029944313584495123,False,False,False
2018-07-16,0.0,0.05829362774495861,6723.35,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6419.3645,,,0.03691714039833571,0.031617564465483694,False,False,False
2018-07-17,0.0,0.08836220039117393,7317.44,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6478.55,,,0.13455542273098686,0.03519255671964546,False,False,False
2018-07-18,0.0,0.00880909170420252,7381.9,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6554.946000000001,,,0.09973094811738159,0.034567535257573424,False,False,False
2018-07-19,0.0,0.011421178829298828,7466.21,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6618.3605,,,0.10754745809728528,0.03459476188915926,False,False,False
2018-07-20,0.0,-0.017234982675279786,7337.53,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6665.733499999999,,,0.08519102981434612,0.03480458705543757,False,False,False
2018-07-21,0.0,0.008347495683152184,7398.78,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6717.831999999999,,,0.10119901649689522,0.03476855827775161,False,False,False
2018-07-22,0.0,-0.0005392780971997801,7394.79,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6756.806999999999,,,0.22329032258064507,0.028932234125069487,False,False,False
2018-07-23,0.0,0.0441148430178544,7721.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6817.164500000001,,,0.255452863261344,0.0296368287905764,False,False,False
2018-07-24,0.0,0.08758310117458712,8397.24,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6907.6775,,,0.3683039024143835,0.03281525448652019,False,False,False
2018-07-25,0.0,-0.02638962325716543,8175.64,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6989.999500000001,,,0.3076839411388357,0.03345566723937089,False,False,False
2018-07-26,0.0,-0.03126850008072768,7920.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7055.510500000001,,,0.30460995127479507,0.03354564919661054,False,False,False
2018-07-27,0.0,0.03391035353535354,8188.57,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7127.089999999999,,,0.33500659468219185,0.03383199981008819,False,False,False
2018-07-28,0.0,0.004453769095214666,8225.04,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7202.736999999999,,,0.40503384022494116,0.03223308773333129,False,False,False
2018-07-29,0.0,-0.0017069825800239968,8211.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7280.181,,,0.3247992875029042,0.031111692897025124,False,False,False
2018-07-30,0.0,-0.0045158933138472745,8173.92,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7374.0315,,,0.27915969621616044,0.030961271814671634,False,False,False
2018-07-31,0.0,-0.05419553898251994,7730.93,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7441.674499999999,,,0.21616502616878597,0.03288429002279145,False,False,False
2018-08-01,0.0,-0.016343441215998622,7604.58,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7509.375,,,0.14954597606454145,0.032533736334097584,False,False,False
2018-08-02,0.0,-0.010371381456964035,7525.71,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7574.932000000001,,,0.1553380023519082,0.03244155103014871,False,False,False
2018-08-03,0.0,-0.014208626162847127,7418.78,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7633.2715,,,0.12627941788194286,0.032608581104811206,False,False,False
2018-08-04,0.0,-0.05512227077767495,7009.84,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7666.113,,,0.07361391900998604,0.034256845750682004,False,False,False
2018-08-05,0.0,0.0020471223308948794,7024.19,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7681.155000000001,,,0.06269648914184733,0.03421255794130302,False,False,False
2018-08-06,0.0,-0.01272317519884858,6934.82,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7662.024,,,0.026319450405358547,0.034118588914252804,False,False,False
2018-08-07,0.0,-0.03096835966903244,6720.06,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7628.932000000001,,,0.0011859179690409949,0.03458684423021242,False,False,False
2018-08-08,0.0,-0.06474049338845189,6285.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7569.871500000001,,,-0.05660660570509091,0.03650835379919628,False,False,False
2018-08-09,0.0,0.03894828957836127,6529.79,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7529.4845000000005,,,0.036983218753325,0.03579812046546304,False,False,False
2018-08-10,0.0,-0.059080001041381114,6144.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7466.746000000001,,,-0.03669762169433688,0.03735508433610304,False,False,False
2018-08-11,0.0,0.014378231806263297,6232.35,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7408.624000000001,7324.268099999999,,-0.0029149341580047006,0.037268418712237336,False,False,False
2018-08-12,0.0,0.012191228027950807,6308.33,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7337.99,7290.2115,,0.015087125899297948,0.03730576625147167,False,False,False
2018-08-13,0.0,-0.009825104266897866,6246.35,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7230.4455,7254.035,,-0.0009021127672947937,0.037345751113181114,False,False,False
2018-08-14,0.0,-0.009328647930391454,6188.08,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7131.0675,7219.325699999999,,-0.025960922460377067,0.037273341304322326,False,False,False
2018-08-15,0.0,0.012779408152447935,6267.16,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7048.425499999999,7188.347299999999,,-0.06785159184037726,0.0357574575710311,False,False,False
2018-08-16,0.0,0.007114865425487782,6311.75,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6954.5845,7159.589199999999,,-0.1374374098045218,0.03167710399935018,False,False,False
2018-08-17,0.0,0.04321147066978259,6584.49,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6872.557000000001,7132.334099999999,,-0.10802232487570951,0.032739961008241246,False,False,False
2018-08-18,0.0,-0.029847414150526386,6387.96,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6781.405000000001,7106.1917,,-0.14441731480898612,0.03296008554587913,False,False,False
2018-08-19,0.0,0.01402169080582838,6477.53,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6696.585499999999,7086.967,,-0.11720565367364766,0.03303954510722022,False,False,False
2018-08-20,0.0,-0.03437884502271693,6254.84,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6622.781,7064.856000000001,,-0.15461197656910997,0.033412513620093,False,False,False
2018-08-21,0.0,0.035997723363027756,6480.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6566.552000000001,7042.8589,,-0.12370736694348317,0.03421025458166372,False,False,False
2018-08-22,0.0,-0.018381172839506132,6360.89,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6508.311,7019.8344,,-0.17615830053322035,0.0331138137370133,False,False,False
2018-08-23,0.0,0.025801420870349867,6525.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6463.6224999999995,7000.464499999999,,-0.22295778136625843,0.028887940391202915,False,False,False
2018-08-24,0.0,0.02400456091255032,6681.64,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6447.2125,6983.9809,,-0.18273798748477188,0.029230092279132522,False,False,False
2018-08-25,0.0,0.007782520459048925,6733.64,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6432.6849999999995,6970.902700000001,,-0.1497929292929292,0.028956164245742082,False,False,False
2018-08-26,0.0,-0.004995812071925454,6700.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6420.944,6955.504599999999,,-0.18178631922301447,0.028042622114106575,False,False,False
2018-08-27,0.0,0.031140298507462694,6908.64,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6430.3730000000005,6942.2561,,-0.16004785387061948,0.028782098285066397,False,False,False
2018-08-28,0.0,0.024240660969452543,7076.11,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6469.9285,6927.7474,,-0.13821580806235545,0.029265210904995682,False,False,False
2018-08-29,0.0,-0.006343881030679177,7031.22,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6495.0,6914.2472,,-0.13979828527805505,0.029267058076151636,False,False,False
2018-08-30,0.0,-0.006596294810857883,6984.84,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6537.0415,6904.324500000001,,-0.09650714726430065,0.027786693394943617,False,False,False
2018-08-31,0.0,0.003775319119693421,7011.21,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6575.9845000000005,6899.4171,,-0.07802797787649018,0.02769887641459,False,False,False
2018-09-01,0.0,0.026928304814718196,7200.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6620.568499999999,6895.6671,,-0.04327830862470117,0.028142961817559077,False,False,False
2018-09-02,0.0,0.014166646990767973,7302.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6673.3515,6894.1172,,-0.015739784708536875,0.028162402832608277,False,False,False
2018-09-03,0.0,-0.005339625664714243,7263.02,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6727.0985,6893.4078,,0.036117800120972765,0.026276530561549834,False,False,False
2018-09-04,0.0,0.01322314959892723,7359.06,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6781.693499999999,6893.608499999999,,0.04767382431283895,0.026360273346519584,False,False,False
2018-09-05,0.0,-0.08955763371952397,6700.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6801.106,6889.6185,,-0.033861008649106905,0.030984190260862566,False,False,False
2018-09-06,0.0,-0.0274611940298507,6516.01,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6797.681999999999,6880.1657,,-0.030364312223402745,0.030876026336147396,False,False,False
2018-09-07,0.0,-0.01848830802899326,6395.54,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6798.061,6870.3615,,0.017587907716785978,0.028710571903201632,False,False,False
2018-09-08,0.0,-0.03291199804864009,6185.05,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6783.437000000001,6857.3619,,-0.052794959715396605,0.028441238377015846,False,False,False
2018-09-09,0.0,0.010632088665410988,6250.81,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6783.235500000001,6844.6599,,0.017382784207708113,0.02640826108408766,False,False,False
2018-09-10,0.0,0.009789131328579836,6312.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6774.835500000001,6831.379599999999,,0.012780090976918679,0.026343136472434407,False,False,False
2018-09-11,0.0,-0.0027075411913815017,6294.91,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6771.536499999999,6817.1861,,-0.002127345906127287,0.026263610957013937,False,False,False
2018-09-12,0.0,0.006943705311116544,6338.62,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6762.217,6805.7023,,0.014771826746819983,0.026220974660841945,False,False,False
2018-09-13,0.0,0.023468830754959313,6487.38,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6752.504000000001,6794.3261,,0.04836718335897405,0.026456858095158343,False,False,False
2018-09-14,0.0,-0.0016570634061824352,6476.63,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6739.6535,6782.504,,0.033423432623389315,0.02638640962261849,False,False,False
2018-09-15,0.0,0.0059182012867802225,6514.96,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6730.4015,6770.7428,,0.03219550837723295,0.026378722993906194,False,False,False
2018-09-16,0.0,-0.0015287891253361607,6505.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6710.219500000001,6759.7584,,-0.012072309320843355,0.025212362550364943,False,False,False
2018-09-17,0.0,-0.03940199846272108,6248.69,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6668.8485,6747.3279999999995,,-0.021801952422995874,0.025643062099259012,False,False,False
2018-09-18,0.0,0.01404454373636721,6336.45,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6634.110000000001,6743.0426,,-0.021779906847208763,0.025643490757769862,False,False,False
2018-09-19,0.0,0.008749378595270363,6391.89,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6604.4625,6738.2415,,0.021911032096744387,0.024896116704639072,False,False,False
2018-09-20,0.0,0.015662034234005917,6492.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6578.502,6737.8615,,0.0018518518518517713,0.024202288652624155,False,False,False
2018-09-21,0.0,0.04113062230437459,6759.02,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6556.452500000001,6742.5239,,0.06259029789856463,0.025010055005973274,False,False,False
2018-09-22,0.0,-0.005321777417436335,6723.05,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6527.5045,6743.3946,,0.03035091133959944,0.0246586698987146,False,False,False
2018-09-23,0.0,-0.002238567316917184,6708.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6499.753500000001,6746.585599999999,,0.003945139217317761,0.024300940784740904,False,False,False
2018-09-24,0.0,-0.01887447823494326,6581.39,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6460.870000000001,6747.5597,,-0.02261035636000741,0.0245025482306489,False,False,False
2018-09-25,0.0,-0.02033764903766533,6447.54,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6448.247,6747.539000000001,,-0.03768059701492543,0.024750851796035835,False,False,False
2018-09-26,0.0,0.002726621316036848,6465.12,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6445.7025,6745.065600000001,,-0.06419787396651155,0.024037539546564186,False,False,False
2018-09-27,0.0,0.0346490088351028,6689.13,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6460.382,6744.544800000001,,-0.05468823972493353,0.024483490381262053,False,False,False
2018-09-28,0.0,-0.008155021654535077,6634.58,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6482.8585,6743.275500000001,,-0.056411262910277316,0.024497427936834567,False,False,False
2018-09-29,0.0,-0.005757711867216853,6596.38,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6500.137000000001,6742.050899999999,,-0.05561473133242856,0.024492218150561563,False,False,False
2018-09-30,0.0,0.004576752703755682,6626.57,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6515.8655,6747.866599999999,,-0.054860715910663105,0.024498500403812896,False,False,False
2018-10-01,0.0,-0.0022575782041086567,6611.61,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6531.7005,6752.4829,,-0.08172210871929353,0.023920118562744903,False,False,False
